name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Anaya,15,"Hadoop, Data Mining, PyTorch, Tableau, Big Data, Predictive Modeling, SQL, TensorFlow",M.Sc in Statistics at IIT Delhi,2017,66.62,73.51,61.77,sit School,foot Higher Secondary School,2012,2016,0
Aarav,9,"Statistical Analysis, Big Data, NumPy, Predictive Modeling, Time Series Analysis, R, SciPy, Data Mining",B.E in Statistics at IIM Ahmedabad,2009,80.75,62.36,69.13,put School,write Higher Secondary School,2005,2008,0
Diya,12,"Tableau, PyTorch, Scikit-learn, TensorFlow, Matplotlib, Data Visualization, SciPy, Power BI",M.E in Statistics at IIM Bangalore,2003,82.41,66.51,91.19,thing School,work Higher Secondary School,1998,1999,0
Aryan,8,"SQL, Keras, Machine Learning, Power BI, Apache Spark, Hadoop, Data Mining, Tableau",M.E in Statistics at IIT Madras,2009,65.49,73.12,93.46,to School,center Higher Secondary School,2004,2007,0
Ishika,13,"Tableau, Deep Learning, Statistical Analysis, NumPy, Python, Hadoop, Data Mining, Machine Learning",M.Tech in Statistics at IIT Roorkee,2002,64.86,83.3,72.19,more School,recognize Higher Secondary School,1999,2000,0
Mira,6,"Data Visualization, Scikit-learn, Time Series Analysis, PyTorch, R, Tableau, SciPy, Deep Learning",M.Tech in Statistics at IIT Delhi,2020,88.61,89.63,73.47,body School,remain Higher Secondary School,2015,2018,1
Neha,3,"Statistical Analysis, NumPy, Data Mining, SQL, Time Series Analysis, PyTorch, Power BI, TensorFlow",M.Sc in Statistics at IISc Bangalore,2009,82.3,71.46,60.91,main School,believe Higher Secondary School,2007,2007,0
Diya,10,"Data Mining, Apache Spark, Statistical Analysis, Scikit-learn, Power BI, Time Series Analysis, Data Visualization, Machine Learning",B.Sc in Statistics at IISc Bangalore,2010,86.76,82.21,75.75,line School,four Higher Secondary School,2005,2007,1
Pranav,15,"R, Keras, TensorFlow, Deep Learning, Tableau, Data Visualization, Apache Spark, PyTorch",B.Tech in Statistics at NIT Trichy,2014,86.0,79.77,66.71,guy School,whole Higher Secondary School,2011,2010,0
Rohan,6,"Pandas, Data Mining, TensorFlow, Tableau, Scikit-learn, Hadoop, Big Data, SQL",M.Sc in Statistics at BITS Pilani,2009,84.36,84.06,88.26,capital School,before Higher Secondary School,2005,2006,1
Kiran,1,"R, Keras, Tableau, Deep Learning, Power BI, Predictive Modeling, NumPy, Apache Spark",M.E in Statistics at IIM Bangalore,2011,62.52,62.61,74.23,Republican School,including Higher Secondary School,2008,2010,0
Anaya,15,"Apache Spark, Data Mining, Scikit-learn, Power BI, Matplotlib, Machine Learning, PyTorch, Predictive Modeling",M.E in Statistics at IIFT Delhi,2011,78.85,62.93,78.84,move School,figure Higher Secondary School,2008,2007,0
Rohan,3,"Deep Learning, Power BI, Statistical Analysis, Tableau, Machine Learning, Predictive Modeling, SQL, Hadoop",B.Tech in Statistics at IISc Bangalore,2008,83.24,94.59,71.38,manage School,stand Higher Secondary School,2003,2007,0
Diya,10,"Scikit-learn, Hadoop, Tableau, Data Mining, Python, R, SQL, Deep Learning",B.E in Statistics at IIT Roorkee,2013,92.68,62.92,65.55,reduce School,upon Higher Secondary School,2008,2010,0
Rohan,9,"Keras, Apache Spark, Pandas, Machine Learning, Python, PyTorch, Time Series Analysis, Tableau",M.Tech in Statistics at IIT Bombay,2000,90.62,80.93,65.62,material School,soldier Higher Secondary School,1996,1998,0
Aisha,5,"Big Data, Data Visualization, Natural Language Processing (NLP), Apache Spark, PyTorch, Keras, Hadoop, SQL",M.Tech in Statistics at IIM Bangalore,2009,84.0,69.29,87.84,practice School,rise Higher Secondary School,2005,2006,0
Diya,8,"Keras, SQL, NumPy, Apache Spark, Statistical Analysis, Data Visualization, Data Mining, Time Series Analysis",M.Sc in Statistics at NIT Trichy,2005,90.11,81.32,61.57,special School,receive Higher Secondary School,2001,2003,0
Yash,10,"Power BI, SciPy, Pandas, Deep Learning, Keras, Data Visualization, SQL, Machine Learning",B.Sc in Statistics at Jawaharlal Nehru University,2021,86.46,74.99,93.79,community School,very Higher Secondary School,2017,2020,1
Aarav,4,"Predictive Modeling, TensorFlow, PyTorch, Natural Language Processing (NLP), Statistical Analysis, Data Visualization, R, Scikit-learn",M.Tech in Statistics at IIT Roorkee,2019,79.45,63.89,92.8,girl School,laugh Higher Secondary School,2015,2016,0
Varun,1,"Natural Language Processing (NLP), Python, Predictive Modeling, TensorFlow, Data Mining, Hadoop, Scikit-learn, Keras",B.Sc in Statistics at IIM Calcutta,2006,93.58,61.57,71.29,growth School,until Higher Secondary School,2001,2002,0
Aisha,10,"Python, NumPy, PyTorch, Apache Spark, Big Data, Statistical Analysis, Predictive Modeling, Tableau",B.Tech in Statistics at IIM Bangalore,2002,62.4,63.29,69.92,take School,site Higher Secondary School,1997,1999,0
Varun,13,"Power BI, NumPy, Apache Spark, Statistical Analysis, Pandas, TensorFlow, Tableau, Data Mining",M.Tech in Statistics at NIT Trichy,2015,87.12,74.37,60.55,ready School,have Higher Secondary School,2013,2014,0
Yash,1,"Natural Language Processing (NLP), Time Series Analysis, Matplotlib, NumPy, R, Python, Hadoop, Data Mining",B.Sc in Statistics at IIM Lucknow,2009,82.72,74.84,82.52,cup School,film Higher Secondary School,2004,2006,0
Aisha,0,"Statistical Analysis, NumPy, TensorFlow, Apache Spark, Power BI, Pandas, Data Mining, Tableau",M.E in Statistics at IIM Bangalore,2011,61.49,63.48,87.85,perhaps School,western Higher Secondary School,2006,2007,0
Ishika,7,"PyTorch, Natural Language Processing (NLP), Scikit-learn, Predictive Modeling, R, SQL, Data Mining, Data Visualization",M.Tech in Statistics at IIT Kharagpur,2006,86.98,83.55,88.08,fear School,to Higher Secondary School,2004,2005,1
Mira,3,"Keras, Matplotlib, Power BI, Tableau, Statistical Analysis, Apache Spark, Big Data, Predictive Modeling",M.Sc in Statistics at Jawaharlal Nehru University,2010,70.72,82.9,86.36,I School,start Higher Secondary School,2008,2007,0
Varun,10,"R, Big Data, Predictive Modeling, Statistical Analysis, Data Visualization, Scikit-learn, Natural Language Processing (NLP), SQL",B.Sc in Statistics at IIM Calcutta,2017,70.23,76.32,76.22,person School,never Higher Secondary School,2012,2013,1
Anaya,15,"NumPy, Natural Language Processing (NLP), Scikit-learn, Deep Learning, Big Data, Keras, SciPy, TensorFlow",B.Sc in Statistics at IIT Delhi,2019,72.47,62.28,81.08,place School,bill Higher Secondary School,2016,2018,0
Diya,11,"Machine Learning, Matplotlib, Data Visualization, SciPy, Predictive Modeling, Keras, Deep Learning, Statistical Analysis",B.E in Statistics at IISc Bangalore,2012,75.04,94.33,77.98,scene School,two Higher Secondary School,2008,2011,1
Aisha,7,"Power BI, Predictive Modeling, Time Series Analysis, Data Mining, Matplotlib, R, PyTorch, Python",M.Sc in Statistics at IIT Kharagpur,2016,67.71,61.69,70.27,political School,what Higher Secondary School,2011,2015,0
Anaya,8,"Keras, Statistical Analysis, SQL, Scikit-learn, SciPy, NumPy, Data Mining, Pandas",M.E in Statistics at IIT Roorkee,2016,74.56,67.14,70.39,different School,the Higher Secondary School,2011,2015,0
Vikram,5,"Apache Spark, Scikit-learn, Time Series Analysis, Keras, Deep Learning, Natural Language Processing (NLP), Data Mining, PyTorch",M.Sc in Statistics at NIT Trichy,2020,95.0,87.24,87.75,degree School,teach Higher Secondary School,2016,2018,1
Anaya,5,"Time Series Analysis, Matplotlib, R, Data Visualization, SQL, Tableau, Statistical Analysis, SciPy",B.E in Statistics at Delhi University,2016,60.08,85.57,71.43,kid School,allow Higher Secondary School,2012,2015,0
Rohan,8,"Big Data, Deep Learning, Statistical Analysis, Hadoop, Scikit-learn, SQL, Apache Spark, PyTorch",B.E in Statistics at Jawaharlal Nehru University,2004,76.18,63.33,78.69,coach School,bar Higher Secondary School,2000,2001,0
Rohan,15,"SciPy, Keras, NumPy, PyTorch, Power BI, Matplotlib, Time Series Analysis, Hadoop",B.Sc in Statistics at IIT Bombay,2002,62.19,84.28,93.89,politics School,never Higher Secondary School,1998,1998,0
Aisha,0,"SciPy, Apache Spark, Python, Matplotlib, Keras, PyTorch, Hadoop, Tableau",B.Sc in Statistics at IIT Roorkee,2003,94.64,85.42,80.0,method School,up Higher Secondary School,2001,2001,0
Ravi,1,"Hadoop, Python, Scikit-learn, Apache Spark, Matplotlib, Data Visualization, Tableau, Deep Learning",M.E in Statistics at Anna University,2018,69.61,76.38,64.0,car School,life Higher Secondary School,2016,2014,0
Anaya,2,"Statistical Analysis, PyTorch, Deep Learning, SciPy, Data Visualization, Machine Learning, Data Mining, NumPy",B.Tech in Statistics at IIT Bombay,2008,82.12,85.15,94.65,difficult School,wish Higher Secondary School,2003,2006,0
Varun,14,"SQL, Keras, Scikit-learn, Predictive Modeling, Data Visualization, Hadoop, Power BI, Machine Learning",B.Sc in Statistics at IIT Kharagpur,2022,89.16,92.79,68.05,close School,miss Higher Secondary School,2017,2021,0
Diya,3,"NumPy, SciPy, Big Data, TensorFlow, SQL, PyTorch, Time Series Analysis, Data Mining",B.Tech in Statistics at IIM Calcutta,2021,83.04,91.14,62.37,which School,data Higher Secondary School,2019,2018,0
Mira,7,"TensorFlow, Data Mining, Statistical Analysis, Hadoop, NumPy, Matplotlib, Apache Spark, Tableau",M.Sc in Statistics at NIT Warangal,2009,66.78,63.48,71.66,subject School,organization Higher Secondary School,2007,2008,0
Aryan,10,"Scikit-learn, NumPy, Power BI, Time Series Analysis, Data Visualization, Data Mining, Pandas, R",M.E in Statistics at IIT Delhi,2007,61.1,78.11,79.8,option School,method Higher Secondary School,2005,2003,0
Aditi,8,"Predictive Modeling, Natural Language Processing (NLP), Matplotlib, Pandas, SciPy, Data Mining, Python, TensorFlow",M.Sc in Statistics at Jawaharlal Nehru University,2020,69.08,93.77,69.15,risk School,catch Higher Secondary School,2017,2017,0
Neha,12,"Predictive Modeling, PyTorch, SQL, Time Series Analysis, SciPy, Hadoop, Keras, Power BI",B.Sc in Statistics at IIT Kanpur,2003,94.06,88.56,77.27,southern School,end Higher Secondary School,1999,2000,1
Rohan,15,"Predictive Modeling, Natural Language Processing (NLP), SciPy, Keras, Hadoop, R, Data Mining, Machine Learning",M.Sc in Statistics at IIT Roorkee,2021,81.17,89.98,89.84,question School,herself Higher Secondary School,2019,2020,1
Arjun,11,"Pandas, Tableau, Predictive Modeling, SQL, Natural Language Processing (NLP), Python, Matplotlib, Apache Spark",M.Tech in Statistics at IIM Lucknow,2009,84.31,78.1,72.37,set School,life Higher Secondary School,2007,2008,1
Kiran,8,"Predictive Modeling, TensorFlow, Data Visualization, Matplotlib, Pandas, Apache Spark, Power BI, Scikit-learn",B.E in Statistics at IIT Kanpur,2011,74.55,92.71,60.14,these School,commercial Higher Secondary School,2009,2007,0
Rohan,14,"Hadoop, TensorFlow, Time Series Analysis, Matplotlib, PyTorch, Power BI, Deep Learning, Predictive Modeling",M.E in Statistics at IISc Bangalore,2001,75.83,87.93,91.03,personal School,cost Higher Secondary School,1996,1997,1
Rahul,11,"Time Series Analysis, Predictive Modeling, Hadoop, SciPy, SQL, Tableau, Data Mining, Power BI",M.Tech in Statistics at IIT Madras,2013,67.97,74.07,94.34,head School,reveal Higher Secondary School,2010,2011,0
Yash,12,"Natural Language Processing (NLP), Matplotlib, Pandas, Statistical Analysis, Predictive Modeling, TensorFlow, Apache Spark, Machine Learning",B.E in Statistics at IIM Bangalore,2010,72.92,62.64,60.71,suffer School,us Higher Secondary School,2005,2007,0
Aditi,1,"Scikit-learn, Deep Learning, Predictive Modeling, NumPy, Hadoop, Time Series Analysis, Power BI, PyTorch",B.E in Statistics at IIT Delhi,2005,69.99,65.48,84.69,team School,important Higher Secondary School,2001,2001,0
Sanya,6,"Tableau, Pandas, Python, R, Scikit-learn, Natural Language Processing (NLP), NumPy, Deep Learning",M.E in Statistics at BITS Pilani,2013,80.62,61.82,87.18,cultural School,than Higher Secondary School,2009,2012,0
Rohan,5,"Machine Learning, PyTorch, Apache Spark, R, Keras, Statistical Analysis, Data Visualization, Tableau",B.E in Statistics at Delhi University,2017,70.49,79.6,87.46,response School,ability Higher Secondary School,2015,2015,1
Yash,6,"Hadoop, Machine Learning, Predictive Modeling, Data Mining, Python, Matplotlib, Statistical Analysis, Keras",B.E in Statistics at IIT Bombay,2020,63.93,74.1,86.39,agent School,hear Higher Secondary School,2017,2018,0
Vikram,5,"SciPy, Apache Spark, Time Series Analysis, Python, NumPy, Power BI, PyTorch, Keras",M.Tech in Statistics at IIT Kanpur,2015,61.29,70.85,65.39,most School,nice Higher Secondary School,2012,2011,0
Yash,2,"R, Python, Machine Learning, Natural Language Processing (NLP), Time Series Analysis, Data Mining, Deep Learning, Matplotlib",M.Sc in Statistics at IIT Kharagpur,2017,88.83,60.46,60.79,chair School,without Higher Secondary School,2015,2015,0
Kiran,8,"Time Series Analysis, Statistical Analysis, Natural Language Processing (NLP), Scikit-learn, NumPy, Tableau, Big Data, SQL",M.E in Statistics at NIT Trichy,2008,77.73,92.11,75.31,boy School,step Higher Secondary School,2005,2006,1
Arjun,12,"NumPy, Pandas, Time Series Analysis, Data Mining, SciPy, Statistical Analysis, Big Data, R",B.Sc in Statistics at IIM Calcutta,2005,74.23,93.73,90.73,yard School,true Higher Secondary School,2000,2004,1
Varun,6,"PyTorch, Python, Time Series Analysis, NumPy, Hadoop, Statistical Analysis, Power BI, Deep Learning",B.E in Statistics at IIT Kanpur,2004,64.82,88.73,74.08,age School,control Higher Secondary School,2000,2000,0
Ishika,7,"Keras, Scikit-learn, Predictive Modeling, Deep Learning, Hadoop, TensorFlow, Tableau, SQL",B.E in Statistics at IIM Bangalore,2018,93.78,65.23,64.45,hour School,to Higher Secondary School,2014,2015,0
Kiran,9,"NumPy, TensorFlow, Scikit-learn, Data Visualization, Deep Learning, Big Data, Tableau, Machine Learning",M.Sc in Statistics at NIT Warangal,2001,74.12,88.55,72.41,three School,successful Higher Secondary School,1997,1997,1
Yash,10,"Time Series Analysis, NumPy, Matplotlib, SciPy, Predictive Modeling, Keras, PyTorch, Natural Language Processing (NLP)",B.Tech in Statistics at NIT Trichy,2019,82.2,77.75,77.92,friend School,western Higher Secondary School,2014,2015,1
Ravi,3,"TensorFlow, Hadoop, Time Series Analysis, Machine Learning, Keras, Python, NumPy, Matplotlib",B.Tech in Statistics at IIM Bangalore,2021,72.98,75.53,71.09,give School,white Higher Secondary School,2019,2020,0
Pranav,14,"Hadoop, Machine Learning, TensorFlow, Python, PyTorch, Pandas, R, Tableau",B.Tech in Statistics at Anna University,2015,82.41,64.97,77.6,thus School,over Higher Secondary School,2013,2012,0
Aisha,4,"Keras, Data Mining, Natural Language Processing (NLP), Tableau, R, TensorFlow, Time Series Analysis, NumPy",M.Sc in Statistics at IIT Delhi,2021,62.23,81.44,77.24,I School,wall Higher Secondary School,2017,2017,0
Pranav,0,"Python, Hadoop, Matplotlib, PyTorch, TensorFlow, Data Visualization, NumPy, Big Data",M.Tech in Statistics at Jawaharlal Nehru University,2002,68.34,66.43,94.87,position School,mother Higher Secondary School,1999,2000,0
Diya,9,"Big Data, Data Mining, Natural Language Processing (NLP), Tableau, NumPy, Power BI, TensorFlow, Matplotlib",M.Tech in Statistics at NIT Trichy,2014,76.5,83.75,94.85,member School,seem Higher Secondary School,2011,2013,1
Aryan,12,"Statistical Analysis, Scikit-learn, Deep Learning, Power BI, Apache Spark, Data Visualization, Predictive Modeling, Machine Learning",B.Sc in Statistics at IIT Delhi,2015,75.98,92.37,94.83,sometimes School,about Higher Secondary School,2013,2014,1
Neha,10,"Apache Spark, Time Series Analysis, SciPy, R, Machine Learning, Python, Scikit-learn, Matplotlib",B.Sc in Statistics at IIT Kharagpur,2021,66.12,84.09,80.91,technology School,goal Higher Secondary School,2019,2018,0
Yash,3,"Statistical Analysis, SciPy, Predictive Modeling, TensorFlow, Natural Language Processing (NLP), Scikit-learn, Pandas, NumPy",M.E in Statistics at Anna University,2011,89.96,92.3,66.91,single School,similar Higher Secondary School,2008,2007,0
Aarav,8,"Keras, TensorFlow, Machine Learning, SQL, Tableau, Deep Learning, Data Mining, Hadoop",M.Tech in Statistics at NIT Trichy,2003,75.35,94.92,70.92,eat School,what Higher Secondary School,2000,2001,1
Sanya,5,"Python, Statistical Analysis, R, Deep Learning, Big Data, Matplotlib, Tableau, PyTorch",B.Tech in Statistics at IIT Delhi,2004,86.18,85.49,81.03,authority School,act Higher Secondary School,2001,2002,1
Vikram,8,"Pandas, Data Visualization, SciPy, SQL, Predictive Modeling, R, Keras, Time Series Analysis",M.E in Statistics at IIT Bombay,2017,82.77,82.4,75.3,stock School,peace Higher Secondary School,2012,2013,1
Aryan,7,"Apache Spark, Time Series Analysis, Predictive Modeling, Data Mining, PyTorch, Hadoop, Pandas, Keras",B.E in Statistics at IIM Calcutta,2007,64.79,71.34,86.54,baby School,population Higher Secondary School,2002,2004,0
Aditi,3,"R, Big Data, SQL, Statistical Analysis, PyTorch, Data Mining, Keras, Predictive Modeling",B.Sc in Statistics at IIT Kanpur,2021,73.66,73.52,70.93,much School,contain Higher Secondary School,2019,2018,0
Pranav,10,"Pandas, Data Visualization, Time Series Analysis, Keras, Tableau, PyTorch, Big Data, Deep Learning",M.Sc in Statistics at IISc Bangalore,2019,65.97,92.31,73.64,the School,future Higher Secondary School,2014,2017,0
Arjun,14,"Power BI, Deep Learning, Statistical Analysis, SciPy, Hadoop, Pandas, Apache Spark, Data Visualization",M.Sc in Statistics at NIT Warangal,2009,79.78,85.86,88.53,glass School,history Higher Secondary School,2004,2006,1
Anaya,13,"NumPy, Time Series Analysis, Apache Spark, Data Mining, Scikit-learn, SQL, Statistical Analysis, Machine Learning",M.Tech in Statistics at IIT Roorkee,2006,84.55,62.98,84.87,partner School,college Higher Secondary School,2001,2002,0
Sanya,7,"TensorFlow, Data Visualization, Natural Language Processing (NLP), PyTorch, R, Power BI, Data Mining, Apache Spark",B.Tech in Statistics at IIT Kanpur,2011,76.41,65.08,65.48,which School,southern Higher Secondary School,2007,2007,0
Mira,1,"SciPy, Keras, NumPy, Big Data, R, Apache Spark, Natural Language Processing (NLP), Data Mining",B.Tech in Statistics at IIT Kanpur,2016,65.83,88.57,91.81,party School,arrive Higher Secondary School,2013,2014,0
Rahul,15,"Predictive Modeling, Natural Language Processing (NLP), Pandas, Matplotlib, Hadoop, Big Data, Deep Learning, Tableau",M.Sc in Statistics at IIM Ahmedabad,2014,90.94,77.77,73.45,respond School,media Higher Secondary School,2011,2011,1
Mira,14,"Hadoop, TensorFlow, Scikit-learn, Time Series Analysis, Power BI, SQL, SciPy, Matplotlib",B.Tech in Statistics at IIT Bombay,2002,61.1,67.4,88.34,address School,live Higher Secondary School,2000,1998,0
Varun,10,"Natural Language Processing (NLP), Machine Learning, R, Keras, Apache Spark, TensorFlow, Predictive Modeling, Statistical Analysis",B.Sc in Statistics at IIT Kharagpur,2022,86.66,62.71,82.97,shake School,past Higher Secondary School,2017,2019,0
Arjun,7,"TensorFlow, SQL, Time Series Analysis, Predictive Modeling, Data Visualization, Python, SciPy, NumPy",B.Sc in Statistics at IIM Bangalore,2016,80.42,84.24,64.27,bar School,southern Higher Secondary School,2012,2015,0
Ishika,5,"Power BI, Machine Learning, Big Data, Hadoop, Predictive Modeling, NumPy, Matplotlib, SciPy",B.Tech in Statistics at NIT Trichy,2017,67.38,69.72,74.04,run School,various Higher Secondary School,2015,2014,0
Diya,5,"Tableau, Big Data, Keras, Python, Time Series Analysis, Power BI, PyTorch, TensorFlow",M.E in Statistics at IIM Ahmedabad,2000,91.93,94.62,91.23,blood School,experience Higher Secondary School,1996,1996,1
Rahul,14,"Keras, TensorFlow, Pandas, PyTorch, Machine Learning, NumPy, Predictive Modeling, SQL",M.E in Statistics at IIT Bombay,2012,89.02,69.61,86.61,catch School,employee Higher Secondary School,2007,2011,0
Ishita,13,"Data Mining, Apache Spark, Power BI, Statistical Analysis, NumPy, Time Series Analysis, Machine Learning, Matplotlib",B.Tech in Statistics at Anna University,2012,74.39,62.45,89.04,success School,or Higher Secondary School,2008,2011,0
Neha,12,"Time Series Analysis, Tableau, Natural Language Processing (NLP), PyTorch, Predictive Modeling, TensorFlow, Data Visualization, Power BI",B.Sc in Statistics at IIT Delhi,2007,89.9,72.21,94.72,decide School,stage Higher Secondary School,2004,2004,1
Ishika,10,"Time Series Analysis, SciPy, Deep Learning, Pandas, Power BI, R, PyTorch, NumPy",M.Sc in Statistics at IIM Bangalore,2020,78.72,90.37,83.2,team School,pay Higher Secondary School,2018,2018,1
Arjun,15,"Hadoop, Apache Spark, Python, R, Deep Learning, Power BI, TensorFlow, Tableau",M.Tech in Statistics at IIT Delhi,2015,69.31,94.55,86.77,tend School,decide Higher Secondary School,2013,2013,0
Rahul,11,"Time Series Analysis, TensorFlow, Big Data, SQL, Python, PyTorch, Statistical Analysis, Machine Learning",M.E in Statistics at Jawaharlal Nehru University,2005,75.07,78.18,88.96,common School,street Higher Secondary School,2001,2002,1
Mira,7,"Matplotlib, Keras, Power BI, NumPy, SQL, Machine Learning, Apache Spark, Scikit-learn",B.E in Statistics at IIFT Delhi,2017,73.85,76.91,85.09,one School,wish Higher Secondary School,2012,2016,1
Arjun,4,"TensorFlow, Apache Spark, R, PyTorch, Python, Machine Learning, Data Mining, Big Data",M.Sc in Statistics at IIFT Delhi,2022,82.76,62.59,67.64,may School,painting Higher Secondary School,2020,2020,0
Pranav,5,"Hadoop, Data Visualization, SciPy, Deep Learning, Scikit-learn, R, Matplotlib, PyTorch",M.Tech in Statistics at NIT Trichy,2007,70.36,81.65,64.17,pressure School,after Higher Secondary School,2003,2006,0
Aryan,8,"TensorFlow, Predictive Modeling, Python, Data Mining, Power BI, Time Series Analysis, SQL, Apache Spark",M.Sc in Statistics at IIM Bangalore,2010,80.57,94.01,92.02,authority School,itself Higher Secondary School,2005,2008,1
Ishita,5,"Power BI, Matplotlib, TensorFlow, SQL, Data Mining, SciPy, Scikit-learn, Machine Learning",M.Tech in Statistics at IIT Kanpur,2010,76.82,63.55,64.19,room School,at Higher Secondary School,2008,2006,0
Varun,14,"Time Series Analysis, Keras, Power BI, Pandas, Python, Data Visualization, Natural Language Processing (NLP), R",M.Sc in Statistics at IIM Ahmedabad,2019,67.31,80.6,83.27,later School,right Higher Secondary School,2014,2017,0
Yash,6,"SQL, Power BI, Apache Spark, Keras, Hadoop, SciPy, PyTorch, Scikit-learn",M.E in Statistics at IIM Lucknow,2011,65.43,75.84,60.29,small School,ten Higher Secondary School,2007,2010,0
Aryan,11,"Big Data, Scikit-learn, SciPy, Data Visualization, Power BI, SQL, NumPy, PyTorch",M.Sc in Statistics at IIM Bangalore,2015,83.67,60.92,73.28,federal School,capital Higher Secondary School,2013,2013,0
Anaya,14,"Pandas, Time Series Analysis, Matplotlib, Power BI, Keras, Apache Spark, Predictive Modeling, SQL",M.Tech in Statistics at IIM Bangalore,2019,69.22,65.78,92.0,pressure School,finally Higher Secondary School,2016,2016,0
Vikram,10,"Python, Machine Learning, Matplotlib, PyTorch, Big Data, SciPy, Data Visualization, Deep Learning",M.Sc in Statistics at NIT Trichy,2000,90.07,73.27,79.54,take School,reduce Higher Secondary School,1997,1996,1
Diya,9,"PyTorch, Data Mining, Apache Spark, Data Visualization, Hadoop, SQL, Natural Language Processing (NLP), Power BI",M.Sc in Statistics at IIM Lucknow,2003,72.05,93.73,65.68,speak School,talk Higher Secondary School,2001,2000,0
Pranav,14,"Tableau, NumPy, Time Series Analysis, Python, SciPy, Data Visualization, Scikit-learn, Deep Learning",M.Tech in Statistics at IIM Ahmedabad,2022,71.17,61.28,71.28,national School,now Higher Secondary School,2020,2021,0
Vikram,10,"Pandas, Power BI, Data Mining, Natural Language Processing (NLP), SQL, Deep Learning, Tableau, SciPy",M.E in Statistics at IIM Calcutta,2005,66.32,69.81,60.08,reveal School,smile Higher Secondary School,2000,2003,0
Rahul,13,"Statistical Analysis, Apache Spark, Time Series Analysis, SciPy, Matplotlib, Tableau, Python, TensorFlow",M.Sc in Statistics at NIT Warangal,2001,68.97,66.72,65.96,if School,American Higher Secondary School,1998,1999,0
Aisha,7,"Scikit-learn, SQL, SciPy, Deep Learning, Predictive Modeling, Pandas, Natural Language Processing (NLP), Data Mining",M.Tech in Statistics at IIM Lucknow,2011,83.45,82.09,70.28,sell School,whether Higher Secondary School,2007,2009,1
Aryan,1,"TensorFlow, NumPy, Apache Spark, Power BI, Data Visualization, SQL, Keras, Scikit-learn",B.E in Statistics at IISc Bangalore,2013,82.69,71.23,71.9,fast School,yes Higher Secondary School,2009,2011,0
Aryan,13,"Keras, Hadoop, SQL, Deep Learning, Data Mining, Machine Learning, Power BI, Big Data",B.Sc in Statistics at BITS Pilani,2011,76.25,89.24,61.73,professional School,under Higher Secondary School,2007,2009,0
Yash,5,"Time Series Analysis, Tableau, Deep Learning, Big Data, R, Data Visualization, Hadoop, Statistical Analysis",M.Tech in Statistics at IISc Bangalore,2007,68.37,94.38,88.41,image School,watch Higher Secondary School,2004,2005,0
Pranav,6,"Machine Learning, NumPy, R, SciPy, TensorFlow, Deep Learning, Data Mining, PyTorch",B.Sc in Statistics at Anna University,2013,88.97,91.65,90.77,apply School,major Higher Secondary School,2010,2012,1
Kiran,14,"Tableau, PyTorch, Big Data, Machine Learning, Deep Learning, Pandas, Time Series Analysis, Apache Spark",B.Sc in Statistics at IIT Delhi,2021,85.49,86.76,94.15,evidence School,rule Higher Secondary School,2019,2020,1
Ishita,9,"NumPy, Natural Language Processing (NLP), Python, Predictive Modeling, Matplotlib, PyTorch, Scikit-learn, SciPy",M.Tech in Statistics at IIM Calcutta,2016,75.72,93.17,84.28,lot School,sure Higher Secondary School,2012,2014,1
Mira,11,"Python, Statistical Analysis, PyTorch, Keras, Machine Learning, Matplotlib, Pandas, Tableau",M.Sc in Statistics at NIT Warangal,2001,89.48,93.09,87.27,hospital School,big Higher Secondary School,1999,1997,1
Arjun,13,"PyTorch, Big Data, Data Visualization, SQL, Scikit-learn, Tableau, R, Hadoop",M.E in Statistics at IIM Lucknow,2022,88.64,94.58,81.31,western School,reach Higher Secondary School,2019,2019,1
Rohan,15,"Hadoop, Data Mining, Deep Learning, Scikit-learn, Matplotlib, PyTorch, Apache Spark, SciPy",B.E in Statistics at BITS Pilani,2004,84.39,61.64,69.15,movie School,business Higher Secondary School,2001,2003,0
Ishita,1,"Scikit-learn, Natural Language Processing (NLP), Power BI, Big Data, Matplotlib, SQL, Deep Learning, Time Series Analysis",B.Sc in Statistics at IIT Delhi,2003,73.2,62.33,94.68,so School,area Higher Secondary School,2001,1999,0
Yash,11,"Matplotlib, Python, Data Mining, SQL, Time Series Analysis, Keras, TensorFlow, R",B.Sc in Statistics at Anna University,2001,92.34,78.1,69.83,card School,reach Higher Secondary School,1997,1999,0
Ishita,3,"Big Data, Time Series Analysis, Scikit-learn, Keras, PyTorch, Data Visualization, Data Mining, Hadoop",M.E in Statistics at IIT Roorkee,2008,60.09,81.88,80.03,probably School,they Higher Secondary School,2005,2004,0
Diya,10,"Data Mining, Apache Spark, PyTorch, Matplotlib, Statistical Analysis, Tableau, Pandas, TensorFlow",M.Tech in Statistics at IIT Delhi,2022,71.89,61.76,93.33,meeting School,article Higher Secondary School,2017,2021,0
Aditi,7,"TensorFlow, SQL, Hadoop, Machine Learning, Predictive Modeling, SciPy, R, Keras",M.E in Statistics at IIT Delhi,2004,72.2,63.57,83.07,court School,history Higher Secondary School,1999,2002,0
