name,years_experience,skills,education,graduation_year,graduation_percentage,tenth_percentage,twelfth_percentage,tenth_school,twelfth_school,tenth_passing_out_year,twelfth_passing_out_year,Criteria_Label
Ravi,13,"Angular, Django, Express.js, jQuery, Node.js, GitHub, Flask, JavaScript",M.Tech in Computer Science at Anna University,2000,82.89,76.91,81.69,purpose School,their Higher Secondary School,1998,1997,1
Varun,6,"RESTful API, jQuery, HTML, LESS, React, Responsive Web Design, Express.js, JavaScript",MCA in Computer Science at Anna University,2021,66.08,84.79,93.11,easy School,sit Higher Secondary School,2016,2019,0
Arjun,8,"Flask, SASS, GitLab, Bootstrap, Django, JavaScript, React, CSS",B.E in Computer Science at Delhi University,2011,89.44,67.95,61.21,film School,trial Higher Secondary School,2008,2007,0
Yash,11,"Express.js, CSS, LESS, Bootstrap, Vue.js, GraphQL, GitLab, Responsive Web Design",M.Tech in Computer Science at IIM Bangalore,2015,74.04,60.01,81.8,its School,kind Higher Secondary School,2011,2013,0
Rohan,6,"Responsive Web Design, Express.js, GitLab, LESS, Flask, jQuery, RESTful API, Angular",M.Tech in Computer Science at Anna University,2011,84.74,80.53,92.02,project School,agreement Higher Secondary School,2009,2009,1
Ishita,6,"GitHub, Django, Webpack, LESS, SASS, CSS, Node.js, Flask",MCA in Computer Science at IIM Bangalore,2009,60.58,71.79,62.52,whose School,south Higher Secondary School,2005,2005,0
Kiran,8,"Flask, SASS, GraphQL, Express.js, RESTful API, Vue.js, CSS, React",M.E in Computer Science at IIT Kharagpur,2001,65.51,92.31,93.44,western School,strong Higher Secondary School,1996,1999,0
Aryan,12,"Angular, Express.js, LESS, jQuery, RESTful API, Node.js, Bootstrap, GitLab",B.Tech in Computer Science at IIT Roorkee,2004,81.98,93.95,93.48,school School,from Higher Secondary School,2000,2003,1
Ishita,15,"RESTful API, JavaScript, jQuery, Webpack, Git, Vue.js, LESS, React",M.Tech in Computer Science at Anna University,2012,62.12,63.74,70.93,answer School,work Higher Secondary School,2009,2009,0
Ravi,1,"Git, Flask, Responsive Web Design, RESTful API, Bootstrap, Django, React, LESS",B.E in Computer Science at IIM Lucknow,2015,81.64,93.86,87.83,travel School,upon Higher Secondary School,2012,2012,0
Diya,5,"GraphQL, Bootstrap, Angular, CSS, Webpack, LESS, React, Node.js",BCA in Computer Science at Delhi University,2009,84.26,82.63,63.57,program School,none Higher Secondary School,2004,2008,0
Anaya,1,"GitLab, Vue.js, JavaScript, Git, GraphQL, Flask, CSS, HTML",M.Tech in Computer Science at IISc Bangalore,2009,64.69,84.31,85.27,foot School,take Higher Secondary School,2004,2006,0
Arjun,0,"Bootstrap, GitHub, React, jQuery, HTML, RESTful API, Git, Flask",MCA in Computer Science at IIM Bangalore,2014,68.95,80.95,94.99,common School,far Higher Secondary School,2012,2011,0
Ishika,1,"CSS, Webpack, Express.js, RESTful API, Angular, GitLab, Node.js, Responsive Web Design",M.Tech in Computer Science at Anna University,2010,63.17,89.05,75.67,own School,television Higher Secondary School,2007,2009,0
Neha,6,"HTML, GraphQL, Git, jQuery, Vue.js, JavaScript, GitHub, Responsive Web Design",M.Tech in Computer Science at IIT Bombay,2018,68.05,70.23,94.99,only School,money Higher Secondary School,2013,2014,0
Pranav,11,"JavaScript, Vue.js, Express.js, Git, Node.js, GitLab, React, Angular",MCA in Computer Science at NIT Warangal,2010,84.11,80.89,86.99,bar School,player Higher Secondary School,2005,2006,1
Rohan,3,"Responsive Web Design, LESS, HTML, Flask, Git, SASS, JavaScript, Webpack",B.Tech in Computer Science at IIM Bangalore,2016,62.93,65.65,79.69,subject School,blue Higher Secondary School,2013,2015,0
Aditi,4,"Git, Node.js, Responsive Web Design, GitLab, Vue.js, SASS, Flask, jQuery",M.Tech in Computer Science at NIT Warangal,2003,91.47,67.06,76.8,growth School,president Higher Secondary School,2000,1999,0
Aryan,0,"Flask, Angular, HTML, Git, Responsive Web Design, JavaScript, GitHub, SASS",B.E in Computer Science at IIT Bombay,2003,73.37,76.34,67.49,accept School,take Higher Secondary School,1998,1999,0
Mira,11,"jQuery, Angular, JavaScript, Vue.js, Django, RESTful API, HTML, React",M.E in Computer Science at IIM Bangalore,2016,87.23,81.04,71.01,tell School,foreign Higher Secondary School,2013,2013,1
Ravi,7,"SASS, Django, jQuery, Angular, Responsive Web Design, LESS, CSS, GitLab",B.E in Computer Science at IISc Bangalore,2012,85.8,86.04,78.98,compare School,from Higher Secondary School,2009,2009,1
Rohan,13,"React, Flask, Django, Webpack, Bootstrap, Node.js, Vue.js, CSS",B.Tech in Computer Science at IIM Calcutta,2006,70.16,68.25,81.02,movement School,out Higher Secondary School,2003,2002,0
Ishika,2,"LESS, React, Vue.js, Flask, GraphQL, Bootstrap, Angular, SASS",M.Tech in Computer Science at Jawaharlal Nehru University,2022,84.46,77.81,67.7,road School,member Higher Secondary School,2017,2020,0
Ravi,15,"jQuery, Webpack, GitLab, React, Bootstrap, Git, Responsive Web Design, HTML",M.Tech in Computer Science at IIM Ahmedabad,2002,88.54,73.94,83.65,local School,computer Higher Secondary School,1999,1998,1
Ravi,12,"Express.js, Node.js, RESTful API, SASS, Django, jQuery, GitHub, Vue.js",B.E in Computer Science at IIT Kharagpur,2009,73.24,86.73,84.6,light School,social Higher Secondary School,2007,2007,1
Aisha,12,"Django, RESTful API, LESS, React, Git, Express.js, SASS, CSS",BCA in Computer Science at Delhi University,2002,62.76,68.73,86.26,fast School,enjoy Higher Secondary School,1998,2000,0
Varun,9,"Webpack, Bootstrap, JavaScript, GraphQL, GitLab, Angular, LESS, Flask",M.E in Computer Science at IIM Ahmedabad,2019,81.02,90.51,73.75,test School,individual Higher Secondary School,2016,2017,1
Sanya,15,"GitLab, GraphQL, HTML, CSS, Vue.js, GitHub, jQuery, Angular",B.Tech in Computer Science at IIT Kanpur,2001,80.63,94.88,63.82,billion School,teach Higher Secondary School,1997,2000,0
Arjun,0,"GraphQL, GitLab, Node.js, Responsive Web Design, Django, LESS, SASS, Webpack",M.Tech in Computer Science at IIT Kharagpur,2020,87.96,70.84,93.76,others School,establish Higher Secondary School,2017,2017,0
Rahul,0,"Responsive Web Design, Webpack, JavaScript, GitHub, React, Git, Node.js, Django",MCA in Computer Science at IIT Kanpur,2012,91.71,70.76,69.24,year School,concern Higher Secondary School,2009,2008,0
Aisha,10,"GraphQL, SASS, JavaScript, Git, Vue.js, Express.js, Flask, RESTful API",B.E in Computer Science at IIT Madras,2014,61.61,93.01,87.61,build School,have Higher Secondary School,2011,2010,0
Ishika,5,"React, RESTful API, GitLab, GraphQL, jQuery, Bootstrap, LESS, Angular",B.E in Computer Science at IIM Calcutta,2017,77.15,85.16,82.89,get School,star Higher Secondary School,2013,2013,1
Rohan,1,"GitLab, SASS, Vue.js, LESS, Node.js, Flask, GraphQL, Bootstrap",MCA in Computer Science at IISc Bangalore,2007,67.71,83.28,66.94,career School,tonight Higher Secondary School,2005,2003,0
Anaya,6,"HTML, GitHub, Responsive Web Design, SASS, RESTful API, Webpack, Vue.js, Angular",B.E in Computer Science at IISc Bangalore,2002,60.72,70.86,80.54,until School,eat Higher Secondary School,1997,1998,0
Mira,2,"GraphQL, RESTful API, Node.js, CSS, LESS, Responsive Web Design, Express.js, Bootstrap",BCA in Computer Science at BITS Pilani,2021,80.26,73.9,64.79,why School,environmental Higher Secondary School,2018,2017,0
Rohan,7,"Express.js, Webpack, JavaScript, React, Flask, jQuery, HTML, GitLab",M.E in Computer Science at IIT Bombay,2014,63.86,80.96,63.6,white School,thought Higher Secondary School,2009,2010,0
Kiran,14,"GitHub, Webpack, GitLab, Flask, Vue.js, Angular, React, JavaScript",B.Tech in Computer Science at Jawaharlal Nehru University,2008,66.97,88.49,72.24,reach School,challenge Higher Secondary School,2004,2004,0
Ravi,15,"LESS, GitHub, Node.js, Webpack, JavaScript, Bootstrap, Flask, Angular",M.Tech in Computer Science at IIT Madras,2011,69.88,89.65,94.11,number School,official Higher Secondary School,2006,2010,0
Neha,13,"GraphQL, Webpack, HTML, Vue.js, GitHub, Express.js, LESS, Responsive Web Design",BCA in Computer Science at IIT Roorkee,2019,79.38,71.27,66.66,bank School,general Higher Secondary School,2016,2016,0
Aditi,12,"SASS, Flask, Angular, Webpack, LESS, GitLab, jQuery, CSS",M.Tech in Computer Science at BITS Pilani,2011,92.17,76.98,87.19,number School,hope Higher Secondary School,2009,2010,1
Aryan,15,"HTML, SASS, jQuery, Git, RESTful API, React, Webpack, Django",BCA in Computer Science at IIT Roorkee,2007,83.87,91.71,92.9,week School,knowledge Higher Secondary School,2004,2004,1
Aarav,5,"Django, Webpack, RESTful API, HTML, Bootstrap, Express.js, Angular, Node.js",B.E in Computer Science at IIT Kharagpur,2011,90.04,63.86,66.79,base School,until Higher Secondary School,2009,2010,0
Ishita,0,"RESTful API, GraphQL, Vue.js, Git, CSS, JavaScript, Webpack, Django",B.Tech in Computer Science at IIT Bombay,2002,94.09,70.25,84.08,entire School,pick Higher Secondary School,1998,2000,0
Kiran,7,"LESS, Flask, Git, SASS, Django, CSS, jQuery, GitLab",MCA in Computer Science at IIT Bombay,2018,76.48,68.69,79.53,fear School,car Higher Secondary School,2013,2016,0
Mira,3,"jQuery, Node.js, Express.js, GitLab, Angular, Git, Responsive Web Design, CSS",BCA in Computer Science at IIT Madras,2006,72.11,82.88,76.72,garden School,PM Higher Secondary School,2004,2004,0
Ishita,4,"GitHub, GraphQL, SASS, CSS, Django, Responsive Web Design, Node.js, Express.js",B.E in Computer Science at IIT Roorkee,2003,82.94,81.01,74.14,view School,west Higher Secondary School,1999,2002,0
Ishika,11,"Django, Node.js, Express.js, Responsive Web Design, Vue.js, React, RESTful API, JavaScript",M.Tech in Computer Science at IIT Kharagpur,2021,70.0,87.72,81.02,receive School,culture Higher Secondary School,2016,2020,1
Yash,9,"jQuery, JavaScript, Express.js, HTML, GitLab, Webpack, GraphQL, Node.js",B.E in Computer Science at IIM Calcutta,2010,72.71,86.58,81.72,how School,bit Higher Secondary School,2005,2006,1
Aditi,1,"React, Vue.js, SASS, Flask, RESTful API, Webpack, Angular, CSS",M.E in Computer Science at BITS Pilani,2014,63.1,77.9,79.56,bad School,surface Higher Secondary School,2011,2012,0
Mira,2,"React, Django, Vue.js, Node.js, Responsive Web Design, Flask, Webpack, LESS",MCA in Computer Science at IISc Bangalore,2021,76.63,80.67,76.36,news School,attack Higher Secondary School,2019,2017,0
Ishika,5,"Responsive Web Design, GitHub, GraphQL, Node.js, Vue.js, LESS, RESTful API, Flask",M.E in Computer Science at IIFT Delhi,2002,70.44,75.73,85.89,hair School,for Higher Secondary School,2000,2001,1
Aisha,13,"GraphQL, SASS, GitLab, GitHub, Express.js, Flask, Angular, HTML",M.E in Computer Science at Delhi University,2013,72.53,94.91,64.36,alone School,myself Higher Secondary School,2010,2011,0
Arjun,10,"Vue.js, JavaScript, RESTful API, Webpack, GitHub, Flask, Angular, HTML",MCA in Computer Science at IIM Ahmedabad,2010,82.28,86.62,67.41,home School,few Higher Secondary School,2006,2006,0
Aisha,2,"React, Git, RESTful API, Flask, Angular, Express.js, JavaScript, Responsive Web Design",BCA in Computer Science at IIM Ahmedabad,2022,73.88,76.14,78.63,section School,him Higher Secondary School,2017,2018,0
Arjun,10,"Responsive Web Design, Webpack, React, Git, LESS, Vue.js, jQuery, HTML",MCA in Computer Science at NIT Trichy,2018,69.55,92.38,90.18,common School,would Higher Secondary School,2016,2016,0
Aryan,10,"Flask, GitLab, HTML, LESS, RESTful API, Django, Express.js, Responsive Web Design",M.Tech in Computer Science at IIM Calcutta,2002,64.92,71.16,79.77,it School,if Higher Secondary School,1998,2001,0
Kiran,11,"Bootstrap, HTML, Node.js, RESTful API, SASS, GitHub, LESS, Webpack",M.Tech in Computer Science at Anna University,2008,78.2,74.51,80.98,least School,may Higher Secondary School,2004,2004,1
Rohan,3,"CSS, GraphQL, Flask, Angular, Responsive Web Design, Node.js, LESS, RESTful API",M.Tech in Computer Science at IIT Kanpur,2007,86.99,78.05,78.88,camera School,let Higher Secondary School,2005,2005,0
Ravi,13,"LESS, jQuery, SASS, GitHub, RESTful API, GitLab, Angular, CSS",M.E in Computer Science at IIM Lucknow,2009,73.75,93.91,77.72,list School,life Higher Secondary School,2004,2006,1
Aditi,13,"HTML, Flask, JavaScript, Webpack, Django, RESTful API, GitHub, Angular",MCA in Computer Science at Anna University,2004,81.42,67.56,83.71,key School,relate Higher Secondary School,2001,2001,0
Aditi,12,"SASS, Flask, RESTful API, Vue.js, React, HTML, Git, GitLab",MCA in Computer Science at IIT Bombay,2012,84.83,92.44,83.33,think School,north Higher Secondary School,2010,2009,1
Ishika,14,"Vue.js, Angular, SASS, React, Bootstrap, jQuery, GitLab, HTML",MCA in Computer Science at IIM Lucknow,2001,90.22,85.62,75.58,them School,attention Higher Secondary School,1997,1997,1
Yash,7,"Angular, LESS, JavaScript, jQuery, Express.js, Git, SASS, Flask",M.Tech in Computer Science at IIM Bangalore,2021,87.2,90.67,70.86,low School,house Higher Secondary School,2019,2019,1
Yash,13,"Express.js, GitHub, Webpack, jQuery, Node.js, React, Responsive Web Design, Git",M.E in Computer Science at IIT Bombay,2008,87.24,87.92,90.24,standard School,also Higher Secondary School,2004,2007,1
Anaya,5,"SASS, Flask, React, Node.js, Express.js, Git, RESTful API, Vue.js",B.E in Computer Science at IIT Kanpur,2018,70.7,69.68,71.77,back School,level Higher Secondary School,2013,2014,0
Aisha,5,"Flask, Angular, HTML, Bootstrap, LESS, CSS, Git, GitHub",M.Tech in Computer Science at IIT Madras,2015,68.27,74.45,73.2,moment School,goal Higher Secondary School,2010,2013,0
Arjun,13,"GitHub, Git, LESS, RESTful API, GraphQL, CSS, Flask, jQuery",MCA in Computer Science at IIM Bangalore,2021,78.45,88.9,71.69,system School,rock Higher Secondary School,2016,2018,1
Sanya,9,"RESTful API, Webpack, Django, Express.js, HTML, Vue.js, CSS, Flask",MCA in Computer Science at IIM Bangalore,2001,74.3,61.67,67.77,less School,blue Higher Secondary School,1996,1999,0
Arjun,2,"SASS, GitLab, Django, Bootstrap, React, GitHub, Node.js, Vue.js",M.E in Computer Science at IIM Ahmedabad,2002,80.06,64.9,63.87,political School,type Higher Secondary School,1998,2000,0
Rahul,6,"GitHub, Angular, LESS, Git, CSS, GitLab, Bootstrap, GraphQL",MCA in Computer Science at Anna University,2001,76.5,67.35,77.68,population School,past Higher Secondary School,1996,2000,0
Varun,2,"CSS, Flask, Git, Webpack, Node.js, React, GitHub, Responsive Web Design",MCA in Computer Science at IISc Bangalore,2015,77.14,62.01,67.55,read School,themselves Higher Secondary School,2010,2014,0
Kiran,12,"GraphQL, Git, Node.js, Angular, React, JavaScript, Express.js, Webpack",M.Tech in Computer Science at IIT Kanpur,2011,62.98,60.07,70.8,message School,include Higher Secondary School,2009,2009,0
Diya,1,"Node.js, LESS, GitHub, GitLab, Express.js, Responsive Web Design, Angular, RESTful API",B.Tech in Computer Science at IISc Bangalore,2002,60.97,67.77,68.35,middle School,forget Higher Secondary School,2000,2000,0
Aisha,10,"GraphQL, Flask, LESS, React, GitHub, SASS, jQuery, RESTful API",BCA in Computer Science at IIM Lucknow,2005,92.17,69.47,89.44,future School,performance Higher Secondary School,2001,2003,0
Pranav,14,"Git, LESS, Express.js, GitHub, GraphQL, Node.js, GitLab, React",M.E in Computer Science at IISc Bangalore,2016,65.5,90.68,70.89,from School,expect Higher Secondary School,2012,2015,0
Yash,0,"GitLab, GitHub, SASS, Responsive Web Design, JavaScript, GraphQL, Bootstrap, RESTful API",M.Tech in Computer Science at NIT Trichy,2020,77.28,88.75,72.65,out School,author Higher Secondary School,2015,2017,0
Neha,10,"Webpack, LESS, Angular, Vue.js, CSS, GitHub, Responsive Web Design, JavaScript",BCA in Computer Science at IIM Calcutta,2001,86.48,93.82,93.99,finally School,society Higher Secondary School,1998,1997,1
Ravi,10,"GitLab, HTML, SASS, GraphQL, Responsive Web Design, Git, CSS, RESTful API",MCA in Computer Science at IIM Lucknow,2013,70.63,69.06,67.82,property School,by Higher Secondary School,2009,2011,0
Ishika,2,"Node.js, RESTful API, Flask, Django, CSS, jQuery, JavaScript, GitLab",B.E in Computer Science at IIM Calcutta,2002,70.2,70.68,71.55,call School,late Higher Secondary School,1999,2001,0
Rahul,1,"Flask, HTML, Responsive Web Design, GitLab, Git, Express.js, LESS, Django",MCA in Computer Science at BITS Pilani,2017,87.1,61.8,63.07,end School,success Higher Secondary School,2013,2013,0
Diya,0,"Django, Vue.js, GraphQL, JavaScript, Webpack, Flask, GitHub, SASS",B.Tech in Computer Science at IISc Bangalore,2022,89.75,74.74,76.08,development School,police Higher Secondary School,2019,2020,0
Sanya,5,"Node.js, Vue.js, Git, Angular, RESTful API, jQuery, SASS, GraphQL",M.Tech in Computer Science at IIM Calcutta,2011,92.96,89.11,92.58,term School,moment Higher Secondary School,2009,2007,1
Arjun,4,"CSS, Django, SASS, Flask, Git, GraphQL, Angular, HTML",BCA in Computer Science at IIM Ahmedabad,2018,78.43,68.93,74.56,many School,few Higher Secondary School,2015,2014,0
Ravi,10,"RESTful API, Vue.js, CSS, Bootstrap, GitHub, Git, JavaScript, HTML",BCA in Computer Science at IIM Bangalore,2016,67.33,78.41,78.07,situation School,carry Higher Secondary School,2014,2012,0
Aryan,8,"Git, Bootstrap, GitHub, GraphQL, Angular, CSS, Webpack, Express.js",M.E in Computer Science at IIM Calcutta,2000,76.33,68.92,91.68,hold School,deep Higher Secondary School,1998,1996,0
Rohan,15,"Express.js, SASS, GitLab, Node.js, Angular, LESS, GitHub, Responsive Web Design",B.E in Computer Science at Delhi University,2014,91.38,70.12,94.21,inside School,recently Higher Secondary School,2011,2010,1
Diya,12,"GitLab, Node.js, Angular, SASS, Flask, GitHub, jQuery, Bootstrap",B.E in Computer Science at NIT Trichy,2018,70.73,90.14,64.47,inside School,model Higher Secondary School,2013,2015,0
Neha,9,"Git, RESTful API, Angular, Vue.js, HTML, GraphQL, React, GitHub",M.Tech in Computer Science at IIFT Delhi,2005,92.0,60.06,68.89,article School,energy Higher Secondary School,2001,2002,0
Varun,11,"GraphQL, Responsive Web Design, jQuery, GitHub, LESS, Django, Vue.js, Angular",B.Tech in Computer Science at IIM Ahmedabad,2000,93.73,92.0,74.62,what School,less Higher Secondary School,1995,1996,1
Anaya,13,"Express.js, GitHub, Git, RESTful API, React, Django, HTML, GraphQL",MCA in Computer Science at IIT Kanpur,2015,93.99,85.02,93.35,attention School,white Higher Secondary School,2010,2011,1
Sanya,1,"Git, Flask, React, GraphQL, Responsive Web Design, Express.js, RESTful API, HTML",MCA in Computer Science at Anna University,2006,86.47,81.09,85.24,top School,movement Higher Secondary School,2002,2003,0
Yash,12,"Webpack, JavaScript, Git, GitHub, Express.js, Bootstrap, jQuery, Responsive Web Design",B.E in Computer Science at IIT Madras,2018,84.04,68.1,74.7,computer School,indicate Higher Secondary School,2013,2017,0
Ishika,4,"Node.js, RESTful API, Express.js, Django, React, GitLab, Flask, Webpack",M.Tech in Computer Science at IIT Delhi,2019,67.95,60.82,69.52,process School,south Higher Secondary School,2016,2016,0
Pranav,12,"Vue.js, GraphQL, Git, Bootstrap, SASS, Django, Responsive Web Design, GitLab",MCA in Computer Science at IIM Lucknow,2012,73.99,93.59,93.71,executive School,face Higher Secondary School,2008,2011,1
Ravi,13,"Flask, GitLab, RESTful API, Webpack, Bootstrap, Node.js, Vue.js, CSS",B.Tech in Computer Science at IIM Ahmedabad,2018,69.3,94.9,72.35,star School,page Higher Secondary School,2013,2016,0
Aditi,4,"Angular, React, Vue.js, RESTful API, JavaScript, Node.js, GitHub, LESS",BCA in Computer Science at IISc Bangalore,2014,88.23,94.42,73.16,contain School,couple Higher Secondary School,2009,2013,0
Sanya,6,"Angular, Git, Vue.js, GitLab, CSS, GitHub, RESTful API, React",B.E in Computer Science at IIM Lucknow,2005,82.18,60.63,71.66,nation School,growth Higher Secondary School,2001,2003,0
Rohan,14,"Git, GitHub, Vue.js, Responsive Web Design, GraphQL, Django, Angular, RESTful API",MCA in Computer Science at Delhi University,2004,92.18,78.7,91.84,quite School,work Higher Secondary School,2001,2001,1
Diya,7,"Node.js, Webpack, Vue.js, LESS, Angular, Responsive Web Design, JavaScript, GitHub",B.E in Computer Science at IIT Kharagpur,2022,77.59,67.0,67.29,discussion School,strong Higher Secondary School,2018,2021,0
Rohan,6,"GitLab, GraphQL, GitHub, jQuery, Flask, Django, Angular, LESS",B.Tech in Computer Science at IIM Ahmedabad,2009,81.86,81.11,79.78,finally School,fact Higher Secondary School,2007,2007,1
Yash,10,"Bootstrap, SASS, GraphQL, RESTful API, JavaScript, GitLab, jQuery, Angular",B.E in Computer Science at IIM Ahmedabad,2011,77.97,71.19,73.16,herself School,claim Higher Secondary School,2009,2007,1
Ishika,5,"Responsive Web Design, Flask, jQuery, SASS, Git, HTML, Django, Bootstrap",B.Tech in Computer Science at IIM Calcutta,2010,94.21,91.11,74.53,appear School,property Higher Secondary School,2005,2006,1
Sanya,8,"Webpack, GitHub, Git, jQuery, Flask, Express.js, HTML, SASS",B.E in Computer Science at IIM Bangalore,2007,85.92,88.42,90.71,front School,although Higher Secondary School,2002,2005,1
Aditi,7,"HTML, SASS, LESS, React, GitLab, CSS, Django, jQuery",M.E in Computer Science at IIT Bombay,2015,86.85,84.61,80.52,owner School,cup Higher Secondary School,2011,2013,1
Aditi,11,"Git, Angular, LESS, GitLab, CSS, Vue.js, Express.js, jQuery",MCA in Computer Science at Jawaharlal Nehru University,2020,88.82,87.99,64.96,college School,sort Higher Secondary School,2015,2019,0
Anaya,3,"Node.js, Vue.js, GraphQL, CSS, Webpack, Flask, HTML, Git",M.E in Computer Science at IIT Delhi,2014,83.8,72.6,75.54,both School,two Higher Secondary School,2010,2010,0
Arjun,12,"GitLab, Bootstrap, JavaScript, Node.js, GraphQL, jQuery, Webpack, LESS",B.E in Computer Science at IIFT Delhi,2015,80.2,88.11,91.68,little School,go Higher Secondary School,2011,2011,1
Varun,2,"jQuery, HTML, Node.js, Django, Bootstrap, Angular, LESS, Git",M.Tech in Computer Science at Delhi University,2011,70.75,82.99,67.83,strong School,tough Higher Secondary School,2008,2007,0
Aditi,9,"Vue.js, Flask, jQuery, Node.js, LESS, CSS, Git, HTML",M.E in Computer Science at BITS Pilani,2011,87.67,77.97,87.64,admit School,perform Higher Secondary School,2006,2010,1
Rohan,11,"Responsive Web Design, Flask, React, SASS, GitLab, jQuery, Django, Webpack",B.Tech in Computer Science at IISc Bangalore,2013,66.57,85.66,68.75,true School,thank Higher Secondary School,2009,2010,0
Mira,11,"HTML, SASS, Node.js, GitLab, Webpack, Bootstrap, RESTful API, Flask",B.E in Computer Science at IIFT Delhi,2012,67.13,74.32,84.09,produce School,TV Higher Secondary School,2008,2010,0
Ravi,14,"RESTful API, jQuery, React, Git, Flask, Angular, GraphQL, GitHub",B.Tech in Computer Science at IIT Kharagpur,2011,90.68,63.92,82.94,choose School,card Higher Secondary School,2006,2007,0
Ishika,2,"LESS, Django, CSS, GraphQL, Node.js, Responsive Web Design, Vue.js, Angular",MCA in Computer Science at IIT Roorkee,2017,79.73,70.3,94.88,media School,water Higher Secondary School,2014,2014,0
Kiran,0,"CSS, Responsive Web Design, RESTful API, SASS, Git, jQuery, Django, HTML",M.E in Computer Science at IIT Kanpur,2006,72.94,79.07,69.05,whose School,you Higher Secondary School,2001,2005,0
Vikram,7,"Webpack, Angular, Vue.js, Flask, React, GitLab, Node.js, LESS",BCA in Computer Science at Jawaharlal Nehru University,2008,82.75,76.25,87.09,western School,above Higher Secondary School,2006,2007,1
Aryan,2,"Bootstrap, Node.js, React, jQuery, Webpack, SASS, CSS, Flask",B.Tech in Computer Science at IIT Delhi,2021,86.24,61.29,91.73,capital School,network Higher Secondary School,2016,2018,0
Ishita,3,"Express.js, GraphQL, Vue.js, Bootstrap, GitLab, Node.js, GitHub, Webpack",M.E in Computer Science at Jawaharlal Nehru University,2013,93.82,77.48,60.45,business School,treatment Higher Secondary School,2010,2009,0
Aarav,14,"Angular, Flask, SASS, CSS, Git, GraphQL, Webpack, React",M.Tech in Computer Science at IIM Lucknow,2021,83.94,75.8,93.89,must School,natural Higher Secondary School,2018,2020,1
Ishika,9,"Angular, React, LESS, Vue.js, HTML, Responsive Web Design, GraphQL, Django",B.Tech in Computer Science at IISc Bangalore,2010,72.07,86.94,81.65,whose School,history Higher Secondary School,2008,2009,1
Sanya,15,"JavaScript, Git, GraphQL, React, GitLab, RESTful API, jQuery, GitHub",M.Tech in Computer Science at IIFT Delhi,2021,82.54,61.26,77.78,hit School,law Higher Secondary School,2016,2019,0
Ravi,4,"Bootstrap, Webpack, Node.js, Vue.js, HTML, GraphQL, Flask, GitLab",M.E in Computer Science at IISc Bangalore,2001,60.33,76.33,80.32,include School,research Higher Secondary School,1997,1998,0
Ravi,2,"Responsive Web Design, GitHub, Node.js, GitLab, JavaScript, LESS, Angular, Flask",B.Tech in Computer Science at IIT Kharagpur,2002,63.26,79.7,83.8,hope School,example Higher Secondary School,1999,1999,0
Rahul,11,"LESS, React, Angular, GitLab, Node.js, Responsive Web Design, Django, JavaScript",B.Tech in Computer Science at IIT Roorkee,2011,87.82,80.21,88.17,dream School,computer Higher Secondary School,2008,2009,1
Ishita,0,"HTML, Bootstrap, RESTful API, React, Django, GitLab, JavaScript, Git",BCA in Computer Science at IIT Delhi,2004,89.11,64.8,62.04,already School,no Higher Secondary School,2002,2002,0
Sanya,10,"GraphQL, Git, GitHub, Bootstrap, Express.js, Responsive Web Design, Webpack, GitLab",BCA in Computer Science at IIT Madras,2015,83.78,80.55,77.58,positive School,factor Higher Secondary School,2013,2014,1
Diya,14,"Responsive Web Design, Node.js, Bootstrap, SASS, GitLab, Angular, Vue.js, React",M.Tech in Computer Science at IIT Kanpur,2021,94.78,85.7,91.99,shake School,lose Higher Secondary School,2019,2020,1
Kiran,8,"Webpack, Vue.js, GitHub, jQuery, LESS, Git, SASS, React",B.Tech in Computer Science at IIT Kharagpur,2020,77.77,63.1,70.56,set School,trade Higher Secondary School,2016,2019,0
Pranav,8,"Angular, GitLab, Git, Flask, GraphQL, Responsive Web Design, Node.js, CSS",BCA in Computer Science at BITS Pilani,2006,94.68,69.18,83.46,my School,speak Higher Secondary School,2002,2003,0
Arjun,9,"CSS, Flask, GraphQL, LESS, SASS, GitHub, Webpack, JavaScript",M.E in Computer Science at IISc Bangalore,2009,82.48,81.51,72.46,act School,however Higher Secondary School,2004,2007,1
Anaya,5,"CSS, RESTful API, Django, HTML, Bootstrap, SASS, GitLab, Webpack",M.Tech in Computer Science at IIT Kanpur,2002,79.54,69.13,70.68,final School,throughout Higher Secondary School,1997,2000,0
Pranav,13,"GitHub, GraphQL, JavaScript, RESTful API, Bootstrap, React, Node.js, GitLab",B.E in Computer Science at IIFT Delhi,2009,65.09,65.23,91.09,magazine School,professional Higher Secondary School,2006,2008,0
Ishika,13,"LESS, Responsive Web Design, Bootstrap, Node.js, GitLab, Git, Webpack, GitHub",MCA in Computer Science at IIM Lucknow,2019,69.12,85.4,90.45,nothing School,media Higher Secondary School,2017,2017,0
Aryan,0,"Flask, RESTful API, jQuery, Django, LESS, GitHub, CSS, Webpack",BCA in Computer Science at Anna University,2011,61.5,80.3,72.96,prove School,store Higher Secondary School,2006,2010,0
Rohan,11,"SASS, Django, Flask, HTML, jQuery, Bootstrap, Git, GraphQL",BCA in Computer Science at IIT Madras,2007,85.88,72.5,65.46,relate School,stage Higher Secondary School,2004,2005,0
Rohan,5,"GitHub, RESTful API, SASS, JavaScript, Angular, HTML, Vue.js, GitLab",B.Tech in Computer Science at IIFT Delhi,2016,68.61,81.21,88.79,outside School,already Higher Secondary School,2013,2014,0
